STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,OBAMA_VOTES,OBAMA_%,MCCAIN_VOTES,MCCAIN_%,OTHER_VOTES,OTHER_%
OH,MORGAN,39,115,2966,0.449,3440,0.521,202,0.031
MO,CLINTON,29,049,4545,0.435,5709,0.546,200,0.019
CO,ARAPAHOE,08,005,148218,0.557,113866,0.428,4064,0.015
NV,LYON,32,019,8405,0.402,12154,0.581,372,0.018
NJ,ATLANTIC,34,001,67830,0.570,49902,0.419,1310,0.011
IN,UNION,18,161,1224,0.366,2061,0.616,63,0.019
MD,WASHINGTON,24,043,26245,0.426,34169,0.555,1186,0.019
MD,ALLEGANY,24,001,10693,0.360,18405,0.619,644,0.022
MD,GARRETT,24,023,3736,0.290,8903,0.692,233,0.018
MD,CECIL,24,015,17665,0.416,23855,0.561,974,0.023
WV,MONONGALIA,54,061,17060,0.511,15775,0.473,542,0.016
WV,PRESTON,54,077,4205,0.356,7325,0.621,264,0.022
MD,HARFORD,24,025,48552,0.394,71751,0.582,2992,0.024
WV,WETZEL,54,103,2942,0.456,3342,0.518,168,0.026
MD,BALTIMORE,24,005,214151,0.562,158714,0.417,8073,0.021
MD,CARROLL,24,013,28060,0.331,54503,0.643,2197,0.026
MD,FREDERICK,24,021,54013,0.486,55170,0.496,2003,0.018
OH,FAYETTE,39,047,4401,0.376,7102,0.607,191,0.016
UT,EMERY,49,015,973,0.219,3358,0.755,117,0.026
MO,CHARITON,29,041,1799,0.427,2339,0.555,76,0.018
IN,SHELBY,18,145,6987,0.398,10333,0.588,254,0.015
WV,MORGAN,54,065,2721,0.374,4428,0.609,127,0.018
MO,RALLS,29,173,2041,0.401,2987,0.588,56,0.011
IL,COLES,17,029,11716,0.508,10978,0.476,382,0.017
MO,MONROE,29,137,1703,0.395,2533,0.587,78,0.018
KS,CLOUD,20,029,1233,0.277,3121,0.701,97,0.022
KS,JACKSON,20,085,2308,0.369,3811,0.610,134,0.021
KS,ATCHISON,20,005,3241,0.451,3791,0.527,159,0.022
IL,SHELBY,17,173,4245,0.391,6396,0.589,227,0.021
WV,MINERAL,54,057,3750,0.325,7616,0.660,181,0.016
OH,WASHINGTON,39,167,1238,0.066,17019,0.905,545,0.029
WV,MARION,54,049,11618,0.492,11501,0.487,484,0.020
IN,JOHNSON,18,081,21553,0.368,36487,0.622,604,0.010
CA,YUBA,06,115,8866,0.414,12007,0.561,528,0.025
IN,MORGAN,18,109,10330,0.359,18129,0.629,352,0.012
NV,STOREY,32,029,1102,0.461,1247,0.521,43,0.018
WV,BERKELEY,54,003,15994,0.429,20841,0.559,456,0.012
MO,CARROLL,29,033,1535,0.338,2955,0.651,48,0.011
MO,RANDOLPH,29,175,3984,0.375,6457,0.608,183,0.017
IN,VIGO,18,167,25040,0.573,18121,0.415,545,0.013
IN,CLAY,18,021,4954,0.435,6267,0.550,174,0.015
WV,TYLER,54,095,1241,0.332,2415,0.645,85,0.023
MO,PIKE,29,163,3487,0.443,4268,0.542,126,0.016
OH,WARREN,39,165,33398,0.314,71691,0.675,1127,0.011
CA,LAKE,06,033,14854,0.582,9935,0.389,753,0.029
CO,KITCARSON,08,063,912,0.265,2455,0.713,75,0.022
NJ,CUMBERLAND,34,011,34919,0.601,22360,0.385,786,0.014
KS,ROOKS,20,163,468,0.181,2068,0.799,52,0.020
KS,SHERMAN,20,181,688,0.254,1959,0.725,57,0.021
KS,THOMAS,20,193,787,0.214,2837,0.772,49,0.013
KS,OSBORNE,20,141,403,0.209,1490,0.772,37,0.019
KS,SHERIDAN,20,179,254,0.185,1108,0.805,14,0.010
KS,CLAY,20,027,1009,0.249,2998,0.740,47,0.012
KS,MITCHELL,20,123,701,0.219,2440,0.762,62,0.019
KS,GRAHAM,20,065,325,0.228,1060,0.745,38,0.027
KS,RILEY,20,161,10495,0.456,12111,0.527,391,0.017
CO,DOUGLAS,08,035,61960,0.408,88108,0.580,1751,0.012
CO,ELBERT,08,039,3819,0.289,9108,0.690,279,0.021
KS,POTTAWATOMIE,20,149,2599,0.264,6929,0.704,309,0.031
CO,LINCOLN,08,073,546,0.237,1717,0.745,41,0.018
CO,PARK,08,093,4250,0.453,4896,0.522,237,0.025
UT,MILLARD,49,027,758,0.160,3653,0.771,328,0.069
WV,HAMPSHIRE,54,027,2983,0.357,5222,0.626,141,0.017
MO,PLATTE,29,165,21495,0.462,24460,0.526,561,0.012
IN,FRANKLIN,18,047,3404,0.321,7018,0.662,188,0.018
MO,RAY,29,177,5241,0.474,5593,0.506,219,0.020
IL,MONTGOMERY,17,135,6491,0.504,6150,0.478,230,0.018
IL,MACOUPIN,17,117,12090,0.540,9891,0.442,392,0.018
CA,NEVADA,06,057,28617,0.514,25663,0.461,1367,0.025
IL,GREENE,17,061,2619,0.451,3053,0.526,135,0.023
OH,ROSS,39,141,14455,0.454,16759,0.526,626,0.020
WV,JEFFERSON,54,037,11687,0.518,10600,0.470,253,0.011
UT,GRAND,49,019,2067,0.507,1871,0.459,139,0.034
IL,CLARK,17,023,3742,0.452,4409,0.532,137,0.017
WV,PLEASANTS,54,073,1142,0.384,1772,0.596,60,0.020
IN,OWEN,18,119,3570,0.437,4415,0.540,185,0.023
WV,HARRISON,54,033,13582,0.426,17824,0.559,464,0.015
VA,FREDERICK,51,069,12961,0.386,20149,0.600,502,0.015
MO,CLAY,29,047,53761,0.490,54516,0.497,1329,0.012
IN,DECATUR,18,031,3892,0.371,6449,0.615,147,0.014
WV,TAYLOR,54,091,2462,0.397,3605,0.581,136,0.022
WV,DODDRIDGE,54,017,735,0.244,2218,0.735,65,0.021
KS,JEFFERSON,20,087,3542,0.396,5220,0.583,188,0.021
KS,LEAVENWORTH,20,103,13255,0.433,16791,0.549,541,0.018
CA,COLUSA,06,011,2569,0.400,3733,0.581,127,0.020
MO,SALINE,29,195,4712,0.479,4962,0.504,174,0.018
WV,WOOD,54,107,12573,0.349,22896,0.636,521,0.014
IL,CALHOUN,17,013,1423,0.527,1221,0.452,55,0.020
OH,VINTON,39,163,2463,0.436,3021,0.535,162,0.029
WV,RITCHIE,54,085,998,0.260,2781,0.723,66,0.017
MD,KENT,24,029,4953,0.494,4905,0.490,162,0.016
CO,LAKE,08,065,1859,0.619,1078,0.359,65,0.022
IL,CUMBERLAND,17,035,2055,0.386,3156,0.593,110,0.021
MD,BALTIMORE,24,510,214385,0.872,28681,0.117,2902,0.012
MD,HOWARD,24,027,87120,0.600,55393,0.381,2720,0.019
CO,MESA,08,077,24008,0.345,44578,0.640,1045,0.015
CO,PITKIN,08,097,7349,0.737,2484,0.249,133,0.013
DE,KENT,10,001,36392,0.544,29827,0.446,706,0.011
IN,MONROE,18,105,41450,0.656,21118,0.334,647,0.010
IN,BARTHOLOMEW,18,005,13567,0.437,17067,0.550,409,0.013
MO,AUDRAIN,29,007,4434,0.411,6167,0.572,180,0.017
MD,MONTGOMERY,24,031,314444,0.716,118608,0.270,6209,0.014
IN,BROWN,18,013,3854,0.478,4060,0.504,141,0.018
MO,HOWARD,29,089,2036,0.419,2708,0.558,111,0.023
WV,GRANT,54,023,997,0.236,3166,0.751,55,0.013
NJ,CAPEMAY,34,009,22893,0.450,27288,0.537,654,0.013
VA,LOUDOUN,51,107,74845,0.537,63336,0.454,1278,0.009
CA,PLACER,06,061,75112,0.434,94647,0.547,3348,0.019
IN,RIPLEY,18,137,4187,0.344,7794,0.640,207,0.017
IN,DEARBORN,18,029,7123,0.321,14886,0.670,208,0.009
KS,OTTAWA,20,143,704,0.228,2323,0.753,59,0.019
CA,SUTTER,06,101,13412,0.407,18911,0.574,618,0.019
WV,BARBOUR,54,001,2419,0.388,3685,0.591,128,0.020
MO,LAFAYETTE,29,107,6902,0.416,9442,0.569,256,0.015
WV,TUCKER,54,093,1288,0.367,2123,0.605,96,0.027
OH,CLERMONT,39,025,31611,0.331,62559,0.655,1310,0.014
VA,CLARKE,51,043,3457,0.465,3840,0.517,134,0.018
IL,JERSEY,17,083,5042,0.476,5329,0.504,212,0.020
MD,QUEENANNE'S,24,035,8575,0.357,15087,0.627,383,0.016
IN,SULLIVAN,18,153,4284,0.488,4343,0.495,155,0.018
CO,GUNNISON,08,051,5556,0.626,3131,0.353,183,0.021
OH,BROWN,39,015,7503,0.373,12192,0.606,418,0.021
MO,BOONE,29,019,47062,0.552,36849,0.432,1340,0.016
NV,CARSON,32,510,11623,0.495,11419,0.487,421,0.018
WV,HARDY,54,031,1901,0.352,3376,0.625,129,0.024
MD,ANNEARUNDEL,24,003,125015,0.481,129682,0.500,4922,0.019
MO,JACKSON,29,095,210824,0.621,124687,0.367,3755,0.011
MO,LINCOLN,29,113,10234,0.435,12924,0.549,392,0.017
KS,GEARY,20,061,3491,0.431,4492,0.555,111,0.014
CO,DELTA,08,029,5084,0.329,10067,0.652,283,0.018
KS,LINCOLN,20,105,347,0.219,1204,0.759,35,0.022
KS,SHAWNEE,20,177,41235,0.490,41476,0.493,1466,0.017
IL,FAYETTE,17,051,3967,0.410,5499,0.568,214,0.022
IL,EFFINGHAM,17,049,5262,0.313,11323,0.673,250,0.015
KS,WABAUNSEE,20,197,1036,0.294,2395,0.680,90,0.026
OH,JACKSON,39,079,5397,0.386,8219,0.587,377,0.027
OH,MEIGS,39,105,4094,0.395,6015,0.581,245,0.024
VA,WINCHESTER,51,840,5268,0.520,4725,0.467,133,0.013
KS,WYANDOTTE,20,209,39865,0.697,16506,0.289,798,0.014
OH,PIKE,39,131,6033,0.482,6162,0.493,311,0.025
IN,JENNINGS,18,079,5312,0.449,6261,0.529,266,0.023
WV,WIRT,54,105,782,0.336,1496,0.644,46,0.020
IL,CRAWFORD,17,033,3883,0.425,5070,0.555,176,0.019
IL,JASPER,17,079,2063,0.402,2964,0.578,104,0.020
IN,GREENE,18,055,5709,0.419,7691,0.564,229,0.017
WV,LEWIS,54,041,2109,0.319,4335,0.657,159,0.024
NV,NYE,32,023,7226,0.418,9537,0.552,505,0.029
MO,MONTGOMERY,29,139,2347,0.401,3428,0.585,81,0.014
KY,BOONE,21,015,16292,0.321,33812,0.666,670,0.013
MD,CAROLINE,24,011,4971,0.376,8015,0.606,232,0.018
KS,LOGAN,20,109,225,0.156,1187,0.824,28,0.019
KS,WALLACE,20,199,96,0.119,690,0.858,18,0.022
KS,ELLIS,20,051,4010,0.322,8207,0.659,230,0.019
KS,GOVE,20,063,261,0.184,1136,0.801,21,0.015
KS,DICKINSON,20,041,2422,0.279,6081,0.702,164,0.019
KS,RUSSELL,20,167,736,0.224,2509,0.762,48,0.015
KS,TREGO,20,195,420,0.251,1225,0.733,26,0.016
MD,PRINCEGEORGE'S,24,033,332396,0.889,38833,0.104,2797,0.007
CO,TELLER,08,119,4513,0.350,8146,0.631,247,0.019
CO,ELPASO,08,041,108899,0.399,160318,0.587,3958,0.015
KY,CAMPBELL,21,037,15622,0.388,24046,0.597,629,0.016
WV,RANDOLPH,54,083,4539,0.419,6060,0.559,232,0.021
NV,DOUGLAS,32,005,10672,0.415,14648,0.569,407,0.016
WV,UPSHUR,54,097,2925,0.326,5911,0.659,134,0.015
WV,GILMER,54,021,1004,0.398,1445,0.573,72,0.029
VA,SHENANDOAH,51,171,6912,0.360,12005,0.625,306,0.016
KY,KENTON,21,117,26480,0.388,40714,0.597,1019,0.015
WV,JACKSON,54,035,4861,0.398,7148,0.585,216,0.018
NV,MINERAL,32,021,1082,0.476,1131,0.498,60,0.026
IN,JACKSON,18,071,7354,0.423,9726,0.560,294,0.017
KS,DOUGLAS,20,045,34398,0.644,17929,0.336,1071,0.020
CA,ELDORADO,06,017,40529,0.436,50314,0.541,2083,0.022
MO,CALLAWAY,29,027,7580,0.392,11389,0.590,352,0.018
MO,COOPER,29,053,2996,0.373,4902,0.611,128,0.016
VA,FAIRFAX,51,059,310359,0.601,200994,0.389,4901,0.009
CO,CHAFFEE,08,015,4861,0.490,4873,0.491,186,0.019
KS,JOHNSON,20,091,127091,0.448,152627,0.538,3714,0.013
OH,ADAMS,39,001,4170,0.366,6914,0.607,304,0.027
UT,SEVIER,49,041,1359,0.170,6394,0.799,254,0.032
CO,CHEYENNE,08,017,198,0.178,890,0.801,23,0.021
WV,CALHOUN,54,013,993,0.409,1366,0.562,70,0.029
VA,WARREN,51,187,6997,0.434,8879,0.551,250,0.015
OH,GALLIA,39,053,4777,0.359,8247,0.619,294,0.022
IN,OHIO,18,115,1158,0.397,1713,0.587,47,0.016
WV,MASON,54,053,4484,0.423,5853,0.552,266,0.025
IL,BOND,17,005,3843,0.485,3947,0.498,134,0.017
OH,SCIOTO,39,145,14926,0.458,16994,0.522,651,0.020
VA,FAUQUIER,51,061,14616,0.427,19227,0.562,376,0.011
IL,MADISON,17,119,68979,0.537,57177,0.445,2178,0.017
MO,WARREN,29,219,6705,0.430,8675,0.557,196,0.013
DC,DISTRICTOF,11,001,245800,0.925,17367,0.065,2686,0.010
IN,LAWRENCE,18,093,7208,0.389,11018,0.595,308,0.017
MO,SAINTCHARLES,29,183,84183,0.447,102550,0.544,1796,0.009
DE,SUSSEX,10,005,40299,0.452,47939,0.538,832,0.009
KS,SALINE,20,169,8186,0.359,14165,0.622,437,0.019
WV,PENDLETON,54,071,1310,0.386,2035,0.599,50,0.015
MO,PETTIS,29,159,6932,0.381,11018,0.605,258,0.014
MD,TALBOT,24,041,9035,0.445,10995,0.541,298,0.015
VA,PRINCEWILLIAM,51,153,93435,0.575,67621,0.416,1390,0.009
WV,ROANE,54,087,2511,0.451,2943,0.529,109,0.020
MO,JOHNSON,29,101,9480,0.429,12183,0.552,417,0.019
VA,ARLINGTON,51,013,78994,0.717,29876,0.271,1283,0.012
CA,ALPINE,06,003,422,0.610,252,0.364,18,0.026
IN,SWITZERLAND,18,155,1638,0.450,1940,0.533,62,0.017
MO,MONITEAU,29,135,2084,0.313,4467,0.670,114,0.017
CA,YOLO,06,113,53488,0.671,24592,0.308,1669,0.021
IN,JEFFERSON,18,077,6255,0.464,7053,0.523,182,0.014
IL,CLAY,17,025,2425,0.376,3926,0.608,103,0.016
IN,KNOX,18,083,7569,0.461,8639,0.526,216,0.013
IN,MARTIN,18,101,1706,0.348,3122,0.637,75,0.015
IN,DAVIESS,18,027,3370,0.318,7098,0.671,118,0.011
WV,BRAXTON,54,007,2704,0.500,2629,0.486,75,0.014
VA,FALLSCHURCH,51,610,4695,0.696,1970,0.292,85,0.013
MO,SAINTLOUIS,29,189,333123,0.595,221705,0.396,5026,0.009
KY,PENDLETON,21,191,2027,0.349,3676,0.634,99,0.017
KS,MORRIS,20,127,907,0.319,1875,0.660,59,0.021
KS,ELLSWORTH,20,053,851,0.290,2021,0.688,66,0.022
KS,OSAGE,20,139,2534,0.336,4820,0.639,190,0.025
VA,FAIRFAX,51,600,6575,0.577,4691,0.412,132,0.012
CA,NAPA,06,055,38849,0.651,19484,0.327,1309,0.022
VA,RAPPAHANNOCK,51,157,2105,0.478,2227,0.506,73,0.017
KY,GALLATIN,21,077,1278,0.400,1840,0.576,75,0.024
CA,SONOMA,06,097,168888,0.736,55127,0.240,5336,0.023
IL,LAWRENCE,17,101,3016,0.461,3403,0.521,117,0.018
VA,ROCKINGHAM,51,165,10453,0.314,22468,0.674,413,0.012
IL,RICHLAND,17,159,3181,0.416,4329,0.566,140,0.018
OH,LAWRENCE,39,087,11262,0.414,15415,0.567,517,0.019
MO,CASS,29,037,19844,0.395,29695,0.592,640,0.013
VA,ALEXANDRIA,51,510,50473,0.717,19181,0.273,710,0.010
VA,PAGE,51,139,4235,0.408,6041,0.582,113,0.011
IN,SCOTT,18,143,4271,0.481,4445,0.501,161,0.018
KY,BRACKEN,21,023,1241,0.365,2066,0.608,92,0.027
IL,MARION,17,121,8345,0.481,8691,0.500,328,0.019
KY,GRANT,21,081,3112,0.355,5510,0.629,132,0.015
VA,MANASSASPARK,51,685,2463,0.595,1634,0.395,43,0.010
IN,WASHINGTON,18,175,4562,0.404,6519,0.577,224,0.020
VA,MANASSAS,51,683,7518,0.552,5975,0.439,134,0.010
MO,SAINTLOUIS,29,510,132925,0.837,24662,0.155,1271,0.008
MD,CALVERT,24,009,20299,0.461,23095,0.524,663,0.015
KY,MASON,21,161,2891,0.406,4102,0.576,128,0.018
KY,CARROLL,21,041,1716,0.448,2032,0.530,87,0.023
KY,GREENUP,21,089,6621,0.419,8849,0.560,328,0.021
IL,CLINTON,17,027,7657,0.442,9357,0.540,300,0.017
WV,POCAHONTAS,54,075,1548,0.425,2011,0.552,82,0.022
MO,COLE,29,051,13959,0.360,24385,0.629,401,0.010
KS,LYON,20,111,5924,0.459,6698,0.519,289,0.022
KS,FRANKLIN,20,059,4433,0.378,7079,0.603,227,0.019
KS,MIAMI,20,121,5742,0.373,9382,0.610,253,0.017
WV,WEBSTER,54,101,1552,0.509,1386,0.454,114,0.037
CA,SACRAMENTO,06,067,316506,0.585,213583,0.395,11012,0.020
KY,TRIMBLE,21,223,1484,0.389,2239,0.587,89,0.023
KY,OWEN,21,187,1694,0.357,2969,0.625,88,0.019
KY,LEWIS,21,135,1510,0.315,3213,0.671,68,0.014
MO,GASCONADE,29,073,2899,0.373,4763,0.613,109,0.014
CA,MONO,06,051,3093,0.555,2354,0.423,124,0.022
MO,FRANKLIN,29,071,21256,0.431,27355,0.555,682,0.014
MO,OSAGE,29,151,1907,0.269,5062,0.715,110,0.015
CA,AMADOR,06,005,7813,0.415,10561,0.561,436,0.023
MD,DORCHESTER,24,019,6912,0.453,8168,0.535,194,0.013
KS,SCOTT,20,171,321,0.147,1823,0.837,35,0.016
KS,LANE,20,101,193,0.188,814,0.793,20,0.019
KS,GREELEY,20,071,151,0.203,591,0.793,3,0.004
KS,WICHITA,20,203,163,0.160,840,0.824,16,0.016
VA,CULPEPER,51,047,8802,0.446,10711,0.543,228,0.011
KS,NESS,20,135,289,0.190,1207,0.792,29,0.019
MO,MORGAN,29,141,3565,0.390,5451,0.596,133,0.014
KS,BARTON,20,009,3027,0.275,7802,0.708,194,0.018
CO,FREMONT,08,043,6844,0.344,12668,0.636,407,0.020
KS,RUSH,20,165,504,0.283,1225,0.688,52,0.029
MD,CHARLES,24,017,43635,0.622,25732,0.367,759,0.011
IN,ORANGE,18,117,3390,0.419,4536,0.561,160,0.020
WV,PUTNAM,54,079,9334,0.377,15162,0.612,282,0.011
NV,LINCOLN,32,017,518,0.250,1498,0.723,56,0.027
CO,MONTROSE,08,085,6495,0.339,12199,0.637,459,0.024
WV,CLAY,54,015,1421,0.435,1755,0.537,89,0.027
IL,SAINTCLAIR,17,163,76160,0.606,47958,0.381,1626,0.013
VA,MADISON,51,113,2862,0.427,3758,0.561,79,0.012
WV,KANAWHA,54,039,40594,0.492,40952,0.496,934,0.011
CO,KIOWA,08,061,178,0.209,650,0.763,24,0.028
KS,MCPHERSON,20,113,4218,0.315,8937,0.668,230,0.017
KS,MARION,20,115,1801,0.297,4159,0.686,99,0.016
KY,ROBERTSON,21,201,451,0.444,533,0.525,31,0.030
IL,WAYNE,17,191,2547,0.316,5390,0.668,134,0.017
IN,CLARK,18,019,21953,0.460,25326,0.531,446,0.009
WV,CABELL,54,011,15292,0.442,18793,0.543,506,0.015
KY,HENRY,21,103,2725,0.394,4081,0.590,113,0.016
VA,HIGHLAND,51,091,590,0.380,930,0.599,34,0.022
VA,STAFFORD,51,179,25716,0.464,29221,0.527,518,0.009
KY,HARRISON,21,097,2916,0.384,4520,0.595,154,0.020
UT,BEAVER,49,001,542,0.216,1902,0.758,65,0.026
IL,EDWARDS,17,047,1140,0.340,2137,0.638,73,0.022
IL,WABASH,17,185,2462,0.426,3254,0.563,66,0.011
MO,HENRY,29,083,4869,0.436,6095,0.546,195,0.018
MD,WICOMICO,24,045,19436,0.464,21849,0.522,567,0.014
WV,NICHOLAS,54,067,4357,0.465,4804,0.513,200,0.021
IN,PIKE,18,125,2700,0.448,3221,0.534,107,0.018
CA,SOLANO,06,095,102095,0.634,56035,0.348,2843,0.018
MO,BENTON,29,015,3629,0.379,5759,0.602,179,0.019
IN,GIBSON,18,051,6455,0.428,8449,0.560,191,0.013
IN,DUBOIS,18,037,8748,0.471,9526,0.513,291,0.016
KY,FLEMING,21,069,2279,0.391,3432,0.589,121,0.021
KY,OLDHAM,21,185,10000,0.341,18997,0.648,319,0.011
KS,CHASE,20,017,383,0.277,976,0.705,25,0.018
CO,PUEBLO,08,101,41097,0.567,30257,0.418,1073,0.015
CO,CROWLEY,08,025,552,0.354,976,0.626,30,0.019
KS,RICE,20,159,1163,0.289,2780,0.691,78,0.019
IL,MONROE,17,133,7953,0.440,9881,0.546,249,0.014
IL,WASHINGTON,17,189,3342,0.421,4473,0.564,117,0.015
MD,SAINTMARY'S,24,037,19023,0.428,24705,0.556,681,0.015
CA,CALAVERAS,06,009,9813,0.421,12835,0.551,658,0.028
UT,PIUTE,49,031,141,0.177,635,0.796,22,0.028
UT,WAYNE,49,055,335,0.255,940,0.715,39,0.030
MO,JEFFERSON,29,099,53467,0.506,50804,0.481,1433,0.014
KY,BOYD,21,019,8886,0.430,11430,0.553,354,0.017
KY,CARTER,21,043,4316,0.440,5252,0.535,245,0.025
UT,SANJUAN,49,037,2406,0.469,2638,0.514,86,0.017
KY,SCOTT,21,209,7712,0.391,11782,0.597,236,0.012
VA,HARRISONBURG,51,660,8444,0.575,6048,0.412,183,0.013
VA,GREENE,51,079,3174,0.384,4980,0.603,106,0.013
VA,AUGUSTA,51,015,9825,0.295,23120,0.693,393,0.012
IL,JEFFERSON,17,081,7462,0.435,9302,0.543,377,0.022
MO,BATES,29,013,3271,0.395,4833,0.584,179,0.022
NV,ESMERALDA,32,009,104,0.244,303,0.710,20,0.047
KY,NICHOLAS,21,181,1272,0.428,1634,0.550,64,0.021
CO,SAGUACHE,08,109,1730,0.630,953,0.347,64,0.023
MD,WORCESTER,24,047,11374,0.416,15607,0.571,365,0.013
CA,TUOLUMNE,06,109,11532,0.424,14988,0.551,661,0.024
KS,COFFEY,20,031,1121,0.265,3054,0.722,57,0.014
MO,MILLER,29,131,3553,0.308,7797,0.676,185,0.016
IN,CRAWFORD,18,025,2286,0.482,2393,0.504,65,0.014
IN,HARRISON,18,061,7288,0.403,10551,0.583,252,0.014
WV,WAYNE,54,099,6137,0.398,8947,0.580,342,0.022
IN,FLOYD,18,043,16263,0.445,19957,0.546,307,0.008
VA,KINGGEORGE,51,099,4473,0.427,5888,0.562,113,0.011
KY,ROWAN,21,205,4074,0.500,3907,0.479,173,0.021
VA,ORANGE,51,137,7107,0.450,8506,0.538,188,0.012
KS,ANDERSON,20,003,1175,0.324,2362,0.651,89,0.025
KS,LINN,20,107,1425,0.309,3086,0.668,106,0.023
KY,JEFFERSON,21,111,196435,0.555,153957,0.435,3500,0.010
VA,SPOTSYLVANIA,51,177,24897,0.460,28610,0.529,562,0.010
WV,LINCOLN,54,043,3029,0.443,3637,0.532,169,0.025
KY,FRANKLIN,21,073,11767,0.489,11911,0.495,401,0.017
KY,BOURBON,21,017,3385,0.406,4820,0.579,125,0.015
KY,SHELBY,21,211,6871,0.371,11451,0.618,218,0.012
KS,PAWNEE,20,145,882,0.308,1946,0.679,39,0.014
CO,OURAY,08,091,1636,0.535,1367,0.447,57,0.019
VA,FREDERICKSBURG,51,630,6155,0.636,3413,0.353,109,0.011
CA,MARIN,06,041,109320,0.780,28384,0.202,2493,0.018
KY,BATH,21,011,2210,0.486,2234,0.492,99,0.022
CA,SANJOAQUIN,06,077,113974,0.544,91607,0.438,3768,0.018
MO,MARIES,29,125,1599,0.352,2853,0.627,96,0.021
MD,SOMERSET,24,039,4779,0.482,5037,0.508,108,0.011
VA,ALBEMARLE,51,003,29729,0.584,20576,0.404,616,0.012
VA,WESTMORELAND,51,193,4577,0.546,3719,0.444,81,0.010
MO,CAMDEN,29,029,7773,0.351,14074,0.636,286,0.013
KY,LAWRENCE,21,127,2036,0.360,3503,0.620,110,0.019
VA,BATH,51,017,1043,0.429,1349,0.555,40,0.016
CO,PROWERS,08,099,1487,0.322,3043,0.659,85,0.018
WV,GREENBRIER,54,025,5881,0.428,7567,0.551,278,0.020
KY,ELLIOTT,21,063,1535,0.610,902,0.359,78,0.031
CO,CUSTER,08,027,912,0.347,1672,0.636,45,0.017
CO,BENT,08,011,799,0.416,1077,0.561,44,0.023
CO,OTERO,08,089,3546,0.440,4393,0.545,125,0.016
IN,PERRY,18,123,5141,0.606,3202,0.377,147,0.017
WV,FAYETTE,54,019,7242,0.477,7658,0.504,292,0.019
KS,KEARNY,20,093,309,0.209,1159,0.782,14,0.009
KS,FINNEY,20,055,3275,0.316,6926,0.669,153,0.015
KS,HAMILTON,20,075,233,0.213,844,0.770,19,0.017
IL,WHITE,17,193,3315,0.445,3987,0.535,151,0.020
KS,STAFFORD,20,185,542,0.261,1495,0.721,37,0.018
KS,HODGEMAN,20,083,211,0.193,865,0.789,20,0.018
IL,HAMILTON,17,065,1796,0.421,2353,0.552,115,0.027
VA,CAROLINE,51,033,7163,0.554,5617,0.435,139,0.011
IN,WARRICK,18,173,12329,0.430,16013,0.559,323,0.011
IN,POSEY,18,129,5828,0.456,6804,0.533,139,0.011
WV,BOONE,54,005,4529,0.541,3632,0.434,205,0.025
IL,RANDOLPH,17,157,7395,0.486,7538,0.496,269,0.018
MO,SAINTCLAIR,29,185,1886,0.378,2981,0.598,121,0.024
IL,PERRY,17,145,4701,0.470,5086,0.509,208,0.021
MO,CRAWFORD,29,055,3911,0.388,6007,0.596,167,0.017
KY,FAYETTE,21,067,66042,0.517,59884,0.469,1713,0.013
MO,WASHINGTON,29,221,4711,0.490,4706,0.490,197,0.020
IN,SPENCER,18,147,5039,0.495,5001,0.491,141,0.014
KY,MEADE,21,163,4343,0.388,6691,0.597,172,0.015
VA,STAUNTON,51,790,5569,0.506,5330,0.484,116,0.011
KY,WOODFORD,21,239,5027,0.409,7130,0.580,140,0.011
KY,MONTGOMERY,21,173,4234,0.410,5947,0.576,150,0.014
KS,HARVEY,20,079,6318,0.405,9006,0.577,289,0.019
KS,GREENWOOD,20,073,622,0.273,1619,0.710,38,0.017
KS,RENO,20,155,9916,0.374,16112,0.608,484,0.018
IN,VANDERBURGH,18,163,39423,0.508,37512,0.483,721,0.009
MO,PHELPS,29,161,7394,0.380,11706,0.602,338,0.017
UT,GARFIELD,49,017,405,0.188,1710,0.792,44,0.020
VA,ESSEX,51,057,2934,0.547,2379,0.444,51,0.009
CO,SANMIGUEL,08,113,3349,0.770,933,0.215,68,0.016
VA,LOUISA,51,109,6978,0.455,8182,0.533,193,0.013
UT,IRON,49,021,3258,0.198,12518,0.761,674,0.041
KY,SPENCER,21,215,2519,0.313,5378,0.668,152,0.019
CO,HINSDALE,08,053,240,0.401,344,0.574,15,0.025
KY,ANDERSON,21,005,3462,0.328,6885,0.652,205,0.019
IL,FRANKLIN,17,055,8880,0.476,9404,0.505,357,0.019
VA,RICHMOND,51,159,1618,0.432,2092,0.559,35,0.009
MO,SAINTEGENEVIEVE,29,186,4979,0.564,3732,0.423,114,0.013
KY,BULLITT,21,029,10177,0.331,20102,0.654,447,0.014
KY,MORGAN,21,175,1879,0.429,2396,0.547,104,0.024
KY,CLARK,21,049,5749,0.368,9664,0.618,215,0.014
CA,CONTRACOSTA,06,013,306983,0.680,136436,0.302,8231,0.018
VA,WAYNESBORO,51,820,3906,0.441,4815,0.543,139,0.016
KS,BUTLER,20,015,9159,0.329,18155,0.651,559,0.020
KS,EDWARDS,20,047,333,0.245,995,0.733,29,0.021
VA,ROCKBRIDGE,51,163,4347,0.426,5732,0.562,116,0.011
MO,SAINTFRANCOIS,29,187,11540,0.470,12660,0.516,350,0.014
CA,STANISLAUS,06,099,80279,0.499,77497,0.481,3239,0.020
MO,HICKORY,29,085,2171,0.424,2850,0.557,94,0.018
